Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Total_Contigs	Max_Contig_Length	Additional_Notes
SRR14842324_bin_85350	97.54	2.68	Gradient Boost (General Model)	11	0.884	18636	317.15590742996346	2646888	0.36	2463	177	63719	None
SRR14842324_bin_98844	88.77	4.9	Gradient Boost (General Model)	11	0.857	7690	281.92144097222223	2270548	0.28	2304	394	37607	None
SRR14842327_bin_8002	96.91	0.3	Neural Network (Specific Model)	11	0.927	21787	295.71778791334094	1674890	0.4	1754	143	62946	None
SRR14842328_bin_28705	77.8	7.38	Gradient Boost (General Model)	11	0.885	2706	263.8833333333333	1285101	0.63	1440	488	8929	None
SRR14842332_bin_5660	98.61	3.64	Gradient Boost (General Model)	11	0.854	14975	294.4222760290557	2135077	0.31	2065	244	61718	None
SRR14842332_bin_8334	93.5	0.82	Neural Network (Specific Model)	11	0.869	77484	332.9795353982301	2075156	0.62	1808	55	141785	None
SRR14842336_bin_4316	81.85	2.33	Neural Network (Specific Model)	11	0.907	23032	308.51468788249696	1665831	0.29	1634	108	102084	None
SRR14842337_bin_20459	97.12	0.45	Gradient Boost (General Model)	11	0.846	52499	301.9947950553025	3289139	0.28	3074	130	180943	None
SRR14842341_bin_26282	98.72	0.65	Gradient Boost (General Model)	11	0.866	34441	305.914858096828	1902408	0.31	1797	112	139026	None
SRR14842341_bin_49830	87.56	1.6	Gradient Boost (General Model)	11	0.881	4797	258.7073170731707	1803092	0.48	2050	467	18904	None
SRR14842342_bin_7822	85.23	2.9	Neural Network (Specific Model)	11	0.887	6741	276.87388654477263	3989345	0.51	4266	799	31574	None
SRR14842345_bin_31885	98.47	1.13	Gradient Boost (General Model)	11	0.896	109111	315.8168316831683	2133228	0.56	2020	49	244235	None
SRR14842345_bin_7	83.1	5.39	Neural Network (Specific Model)	11	0.88	4121	283.3018867924528	1737101	0.63	1802	480	17451	None
SRR14842352_bin_40853	100.0	0.09	Neural Network (Specific Model)	11	0.886	71875	307.4401175606172	2828938	0.38	2722	85	237823	None
SRR14842352_bin_48362	100.0	0.1	Neural Network (Specific Model)	11	0.855	70006	292.9437115215479	2334164	0.38	2274	45	162341	None
SRR14842354_bin_2647	99.98	0.2	Neural Network (Specific Model)	11	0.873	84971	336.5415617128464	1834535	0.62	1588	48	231546	None
SRR14842358_bin_2473	99.97	0.43	Neural Network (Specific Model)	11	0.881	31252	324.52436876101	1879301	0.62	1703	113	79160	None
SRR14842362_bin_13811	78.15	0.47	Neural Network (Specific Model)	11	0.867	50130	329.3331010452962	1633713	0.6	1435	77	110089	None
SRR14842366_bin_11090	100.0	0.05	Neural Network (Specific Model)	11	0.927	106130	307.4073001158749	1713259	0.35	1726	50	209540	None
SRR14842376_bin_28534	92.99	0.55	Gradient Boost (General Model)	11	0.732	35387	394.5360598065084	3673581	0.44	2274	262	194101	None
SRR14842376_bin_379	99.67	0.03	Neural Network (Specific Model)	11	0.903	127151	325.46908734052994	2201797	0.3	2038	30	401764	None
SRR14842378_bin_66	82.73	3.06	Gradient Boost (General Model)	11	0.859	5007	276.72713336739906	1888581	0.6	1957	442	55108	None
SRR14842385_bin_65527	99.82	2.96	Gradient Boost (General Model)	11	0.85	14787	295.59038213825676	2428253	0.31	2329	232	61535	None
SRR14842385_bin_76022	99.56	0.43	Neural Network (Specific Model)	11	0.865	61373	313.63075257173796	2006261	0.47	1847	77	188975	None
SRR14842385_bin_76788	93.41	1.57	Neural Network (Specific Model)	11	0.883	36972	288.42395167022033	2755039	0.3	2814	133	159160	None
SRR14842386_bin_27896	100.0	3.37	Gradient Boost (General Model)	11	0.859	5611	274.8971279373368	1837654	0.31	1915	413	32648	None
SRR14842392_bin_15003	89.52	2.56	Neural Network (Specific Model)	11	0.879	12243	319.3721828718609	1690039	0.63	1553	209	49772	None
SRR14842392_bin_32	99.89	0.1	Neural Network (Specific Model)	11	0.927	113699	315.1951219512195	1752711	0.39	1722	17	552576	None
SRR14842396_bin_34777	97.54	0.21	Gradient Boost (General Model)	11	0.879	47357	300.8785084202085	2557543	0.55	2494	109	124065	None
SRR14842401_bin_10835	84.71	4.41	Gradient Boost (General Model)	11	0.908	5051	301.184693877551	2923654	0.47	2940	703	21536	None
SRR14842407_bin_100929	85.61	1.99	Neural Network (Specific Model)	11	0.919	14302	352.6866840731071	2641807	0.51	2298	308	90522	None
SRR14842407_bin_11	98.74	0.0	Gradient Boost (General Model)	11	0.867	47323	318.3449457452884	1926633	0.53	1751	62	128153	None
SRR14842420_bin_16338	96.18	4.4	Neural Network (Specific Model)	11	0.893	77650	305.8143767060964	2254053	0.3	2198	50	152945	None
SRR14842424_bin_11687	97.37	1.66	Gradient Boost (General Model)	11	0.9	77186	356.1457174638487	2129683	0.43	1798	40	197077	None
SRR14842424_bin_11713	83.29	4.25	Gradient Boost (General Model)	11	0.895	6525	311.93392504930966	2118044	0.5	2028	426	20305	None
SRR21169620_bin_43	99.98	0.08	Neural Network (Specific Model)	11	0.928	49725	313.6870588235294	1720533	0.4	1700	52	119809	None
SRR21169621_bin_22731	92.92	1.66	Neural Network (Specific Model)	11	0.908	18390	311.7549668874172	1864376	0.29	1812	154	68791	None
SRR21169621_bin_39404	99.55	0.94	Neural Network (Specific Model)	11	0.86	13119	305.8431614695894	3449042	0.53	3239	390	46458	None
SRR21169622_bin_10655	98.53	1.2	Neural Network (Specific Model)	11	0.9	28283	312.39792576419217	1905238	0.29	1832	105	82249	None
SRR21169622_bin_119	98.44	0.34	Neural Network (Specific Model)	11	0.935	26778	318.7399003873824	1843302	0.45	1807	111	65582	None
SRR21169626_bin_10927	79.81	5.2	Neural Network (Specific Model)	11	0.892	4177	278.33644859813086	3101004	0.3	3317	802	89953	None
SRR21169628_bin_18777	80.53	13.78	Neural Network (Specific Model)	11	0.899	47446	342.06798418972335	2883145	0.41	2530	90	168009	None
SRR21169630_bin_16293	93.72	0.14	Gradient Boost (General Model)	11	0.709	36897	387.05011494252875	3561576	0.44	2175	190	169400	None
SRR21169630_bin_18421	87.48	1.94	Gradient Boost (General Model)	11	0.877	12407	312.55167095115684	2077935	0.58	1945	254	123934	None
SRR23153021_bin_26017	87.38	0.84	Gradient Boost (General Model)	11	0.935	5654	304.9531090723751	1915159	0.42	1962	434	29454	None
SRR23153032_bin_7229	79.65	1.17	Neural Network (Specific Model)	11	0.881	5725	276.5926628716002	1486637	0.63	1581	318	28803	None
SRR23153089_bin_16106	100.0	0.04	Gradient Boost (General Model)	11	0.885	86938	300.0069156293223	2202958	0.46	2169	56	203635	None
EHA01879_bin.16	100.0	0.8	Gradient Boost (General Model)	11	0.889	25897	296.70341328413286	2166364	0.34	2168	133	90897	None
EHA01879_bin.8	94.06	3.07	Gradient Boost (General Model)	11	0.871	6601	288.7454655380895	1641937	0.62	1654	339	29540	None
EHA01887_bin.17	99.6	0.09	Gradient Boost (General Model)	11	0.908	37295	329.2867068087077	2344953	0.49	2159	96	120095	None
EHA01889_bin.12	88.8	3.98	Gradient Boost (General Model)	11	0.882	4909	284.6881220968812	1458197	0.63	1507	360	28073	None
EHA01890_bin.56	83.58	8.52	Gradient Boost (General Model)	11	0.902	5931	270.7969247083775	1696521	0.29	1886	369	56027	None
EHA01902_bin.25	82.17	0.03	Gradient Boost (General Model)	11	0.911	15866	320.0564935064935	1621497	0.41	1540	127	56567	None
EHA01903_bin.28	66.55	8.85	Gradient Boost (General Model)	11	0.737	2725	293.071283095723	2340951	0.44	1964	853	17768	None
EHA01914_bin.1	98.02	0.0	Gradient Boost (General Model)	11	0.878	32378	307.8617584745763	1983228	0.57	1888	87	103372	None
EHA01920_bin.4	99.98	0.15	Neural Network (Specific Model)	11	0.846	62435	308.0227160493827	2208828	0.35	2025	60	147806	None
EHA01922_bin.19	98.43	0.34	Gradient Boost (General Model)	11	0.917	80848	363.4340190667336	2365018	0.43	1993	51	155930	None
EHA01925_bin.12	98.48	0.54	Neural Network (Specific Model)	11	0.818	42814	349.7307871448533	2751241	0.47	2147	102	119004	None
EHA01925_bin.2	92.98	0.44	Gradient Boost (General Model)	11	0.716	49539	407.2875226039783	3773224	0.44	2212	138	128558	None
EHA01927_bin.11	96.91	0.33	Neural Network (Specific Model)	11	0.898	87110	314.3989898989899	3320496	0.42	3168	107	393676	None
EHA01929_bin.112	96.52	1.43	Gradient Boost (General Model)	11	0.887	25173	289.26940410615924	1949375	0.46	1997	111	120202	None
EHA01929_bin.64	86.65	0.58	Gradient Boost (General Model)	11	0.879	15593	296.7116402116402	2291915	0.52	2268	224	98097	None
EHA01929_bin.90	98.89	0.52	Gradient Boost (General Model)	11	0.891	83481	290.19920844327174	2215320	0.37	2274	38	258960	None
EHA01958_bin.192	89.75	1.84	Neural Network (Specific Model)	11	0.853	15199	278.7308116048476	2665359	0.28	2723	240	58428	None
EHA01958_bin.199	80.31	0.06	Neural Network (Specific Model)	11	0.882	19306	315.39464882943145	1601525	0.4	1495	112	89690	None
EHA01958_bin.200	81.83	0.99	Neural Network (Specific Model)	11	0.901	36076	312.8995192307692	2163446	0.53	2080	101	96411	None
EHA05610_bin.94	88.17	5.95	Gradient Boost (General Model)	11	0.902	4415	273.48510971786834	2315779	0.48	2552	605	29336	None
EHA05615_bin.37	99.88	0.44	Neural Network (Specific Model)	11	0.884	26270	309.6259894459103	3181076	0.28	3032	205	158115	None
EHA05615_bin.45	99.41	0.32	Gradient Boost (General Model)	11	0.887	38173	306.85032032615027	1777902	0.32	1717	75	104531	None
EHA05620_bin.4	87.57	1.97	Gradient Boost (General Model)	11	0.888	5308	269.5976119402985	1522928	0.58	1675	341	37003	None
EHA05620_bin.63	97.48	1.13	Gradient Boost (General Model)	11	0.893	117928	335.5597049331489	2439979	0.43	2169	40	458366	None
EHA05632_bin.39	99.94	0.51	Neural Network (Specific Model)	11	0.911	48955	301.3674168297456	2023836	0.37	2044	73	117990	None
EHA05637_bin.63	99.52	0.4	Neural Network (Specific Model)	11	0.898	29840	304.3497363796134	1732328	0.37	1707	85	94132	None
EHA05637_bin.65	94.43	0.78	Gradient Boost (General Model)	11	0.887	21734	287.79950738916256	1971440	0.47	2030	161	97061	None
EHA05637_bin.66	97.09	2.08	Gradient Boost (General Model)	11	0.921	21967	317.68078175895766	2218769	0.39	2149	167	69656	None
EHA05637_bin.73	79.0	3.65	Neural Network (Specific Model)	11	0.88	6475	293.2398903358465	1457131	0.63	1459	279	38945	None
EHA05646_bin.100	80.19	5.32	Gradient Boost (General Model)	11	0.899	8898	288.9475806451613	1432429	0.3	1488	239	28919	None
EHA05655_bin.76	91.13	0.97	Gradient Boost (General Model)	11	0.918	35322	320.5462962962963	1693588	0.41	1620	76	81156	None
EHA05655_bin.84	82.25	9.56	Gradient Boost (General Model)	11	0.881	5600	293.0772471910112	1419654	0.63	1424	319	17628	None
EHA05655_bin.88	92.97	0.3	Neural Network (Specific Model)	11	0.909	34667	318.1544	2618851	0.43	2500	120	139165	None
EHA05659_bin.11	92.58	2.58	Gradient Boost (General Model)	11	0.904	4144	266.81363636363636	1554813	0.57	1760	428	18347	None
ERR1913440_bin_23529	94.58	3.12	Gradient Boost (General Model)	11	0.879	9750	303.4863492063492	1629090	0.63	1575	240	36094	None
ERR1913440_bin_32941	84.2	20.48	Gradient Boost (General Model)	11	0.9	3803	261.81045751633985	2399136	0.3	2754	701	20611	None
ERR1913488_bin_64975	97.95	5.37	Gradient Boost (General Model)	11	0.894	14789	290.2700421940928	2306178	0.3	2370	250	132079	None
ERR1913680_bin_30245	77.49	2.55	Gradient Boost (General Model)	11	0.91	3770	270.4909200968523	1471780	0.31	1652	437	19425	None
ERR1913680_bin_72255	77.44	5.76	Gradient Boost (General Model)	11	0.874	3553	255.88379396984925	1395080	0.63	1592	434	20687	None
ERR1914136_bin_40767	88.48	10.31	Neural Network (Specific Model)	11	0.894	13628	302.8200493015612	2470208	0.29	2434	246	45421	None
ERR1914136_bin_56377	95.05	0.85	Neural Network (Specific Model)	11	0.85	60295	302.21310295176386	1478987	0.47	1389	45	134017	None
ERR1914160_bin_112247	96.98	0.06	Gradient Boost (General Model)	11	0.869	30935	332.3792771084337	2377580	0.41	2075	129	265956	None
ERR1914904_bin_35336	84.53	2.76	Neural Network (Specific Model)	11	0.896	9284	285.2347338935574	1702477	0.29	1785	274	40162	None
ERR1914904_bin_36107	77.27	4.2	Neural Network (Specific Model)	11	0.901	5018	266.68270214943703	1733540	0.3	1954	432	32117	None
ERR1915624_bin_35248	82.7	5.72	Neural Network (Specific Model)	11	0.9	8623	282.1175799086758	1645234	0.29	1752	265	29764	None
ERR1915720_bin_65129	90.16	4.09	Neural Network (Specific Model)	11	0.891	14513	297.7396260829913	2194418	0.29	2193	230	45105	None
ERR1915792_bin_443	99.54	1.07	Gradient Boost (General Model)	11	0.878	67782	326.993545183714	2246790	0.68	2014	60	244499	None
ERR1915840_bin_45269	92.08	0.26	Gradient Boost (General Model)	11	0.739	11955	383.39723801787164	3829499	0.44	2462	552	106423	None
ERR1916080_bin_17162	92.04	7.46	Gradient Boost (General Model)	11	0.906	7261	279.1457313757477	1697339	0.29	1839	320	39947	None
GL_01_02_bin_120356	99.99	0.0	Neural Network (Specific Model)	11	0.892	375669	292.99837398373984	1814221	0.34	1845	34	721290	None
GL_01_02_bin_14015	91.23	4.95	Gradient Boost (General Model)	11	0.9	9023	287.4563440860215	4447732	0.7	4650	669	46846	None
GL_01_05_bin_89274	98.9	0.3	Gradient Boost (General Model)	11	0.887	116479	293.9839596700275	2164934	0.35	2182	126	277785	None
GL_01_06_bin_110346	94.63	6.49	Gradient Boost (General Model)	11	0.884	24304	299.3129216398547	1954626	0.57	1927	131	57936	None
GL_01_06_bin_68318	87.39	5.59	Neural Network (Specific Model)	11	0.881	5097	265.9386869234943	1665956	0.63	1843	394	29220	None
GL_01_07_bin_244	75.2	2.15	Neural Network (Specific Model)	11	0.913	20570	313.36380597014926	2204093	0.39	2144	154	56189	None
GL_02_04_bin_18500	95.76	0.8	Gradient Boost (General Model)	11	0.905	14733	302.7612231620039	1539719	0.33	1537	165	45090	None
GL_02_06_bin_31020	99.97	4.91	Neural Network (Specific Model)	11	0.846	7056	261.1729931549471	2970449	0.42	3214	551	101962	None
GL_03_02_bin_148123	95.33	1.58	Gradient Boost (General Model)	11	0.882	87682	310.27229601518025	2220474	0.62	2108	48	248348	None
GL_03_02_bin_214639	99.11	6.06	Neural Network (Specific Model)	11	0.914	153985	319.73751408186257	2788442	0.44	2663	127	356387	None
GL_03_09_bin_51675	79.51	4.32	Neural Network (Specific Model)	11	0.845	3945	254.45842531272996	2452250	0.29	2718	704	15600	None
GL_03_10_bin_39335	79.23	5.19	Neural Network (Specific Model)	11	0.858	6348	283.4401873137505	2324623	0.29	2349	449	63721	None
GL_04_03_bin_8189	99.79	1.27	Neural Network (Specific Model)	11	0.884	34901	299.9780051150895	1986161	0.4	1955	94	111291	None
GL_04_04_bin_27250	93.6	5.91	Gradient Boost (General Model)	11	0.839	4834	260.02991452991455	1953705	0.32	2106	483	39190	None
GL_04_08_bin_33322	89.63	9.67	Gradient Boost (General Model)	11	0.905	5061	269.58931018730016	1952379	0.57	2189	478	27576	None
GL_04_09_bin_51437	90.14	4.68	Gradient Boost (General Model)	11	0.907	6844	286.8303934871099	1396819	0.3	1474	257	25233	None
GL_04_10_bin_4129	100.0	0.74	Gradient Boost (General Model)	11	0.91	35790	316.5130830489192	2745867	0.48	2637	147	100661	None
GL_05_01_bin_52717	96.68	2.23	Gradient Boost (General Model)	11	0.87	14168	297.41217605923487	2488152	0.59	2431	270	55015	None
GL_05_03_bin_57533	93.46	0.21	Gradient Boost (General Model)	11	0.925	12046	338.8937409024745	2262753	0.43	2061	287	56253	None
GL_05_09_bin_10186	99.75	0.16	Gradient Boost (General Model)	11	0.909	54353	332.2939042089985	1508681	0.27	1378	50	218878	None
GL_05_09_bin_11977	91.84	8.84	Gradient Boost (General Model)	11	0.877	4501	288.7527607361963	1608300	0.63	1630	424	27410	None
GL_05_09_bin_41860	75.8	3.55	Neural Network (Specific Model)	11	0.898	7978	279.7024303497333	1574088	0.29	1687	269	25704	None
GL_05_09_bin_63596	94.6	2.62	Neural Network (Specific Model)	11	0.867	55312	277.55859375	2456066	0.26	2560	83	174459	None
GL_05_11_bin_2	99.99	0.18	Neural Network (Specific Model)	11	0.925	113808	323.5904017857143	1877034	0.39	1792	32	182094	None
GL_06_01_bin_44077	86.37	8.99	Gradient Boost (General Model)	11	0.848	4935	260.1212827988338	1575267	0.32	1715	380	30154	None
GL_06_01_bin_45885	98.05	3.44	Gradient Boost (General Model)	11	0.894	15749	297.48222811671087	1880042	0.29	1885	186	55668	None
GL_06_02_bin_80673	90.71	5.27	Gradient Boost (General Model)	11	0.904	7442	282.2798742138365	1486743	0.29	1590	269	26400	None
GL_07_01_bin_56834	87.5	3.84	Gradient Boost (General Model)	11	0.876	3864	269.32768019382195	1519792	0.63	1651	457	27028	None
GL_07_07_bin_70056	78.6	5.65	Gradient Boost (General Model)	11	0.904	6007	278.1347565043362	1382003	0.3	1499	305	22611	None
GL_07_07_bin_83824	93.15	0.23	Neural Network (Specific Model)	11	0.907	44275	319.75428887659103	1908789	0.31	1807	67	147342	None
MS_05_01_bin_30279	92.35	2.16	Neural Network (Specific Model)	11	0.9	35023	315.77265500794914	1984594	0.37	1887	102	112129	None
MS_05_01_bin_49588	99.81	3.51	Neural Network (Specific Model)	11	0.889	77737	318.6763048272482	4382386	0.34	4081	84	259719	None
PRJEB20308A_bin_187916	97.45	0.81	Gradient Boost (General Model)	11	0.901	39937	277.004821958457	2481370	0.29	2696	102	121815	None
PRJEB20308A_bin_335685	84.15	6.87	Gradient Boost (General Model)	11	0.897	11005	303.62914364640886	1469085	0.66	1448	203	33288	None
PRJEB20308A_bin_401175	86.33	2.28	Neural Network (Specific Model)	11	0.852	5728	273.0460230115058	1918458	0.35	1999	437	19246	None
PRJEB20308A_bin_710	86.47	0.01	Neural Network (Specific Model)	11	0.889	23883	322.1637630662021	2491729	0.38	2296	183	98820	None
PRJEB20308B_bin_213343	88.8	0.03	Neural Network (Specific Model)	11	0.885	42225	352.2320675105485	2542889	0.41	2133	119	196152	None
PRJEB20308B_bin_221813	99.99	1.79	Neural Network (Specific Model)	11	0.907	71768	348.56977014162993	4959053	0.45	4307	156	241762	None
PRJEB20308B_bin_265689	95.12	3.63	Gradient Boost (General Model)	11	0.885	18958	295.2711505922166	2362379	0.6	2364	199	62187	None
PRJEB20308B_bin_508759	95.31	0.22	Neural Network (Specific Model)	11	0.891	41670	325.4759776536313	2936856	0.46	2685	118	162014	None
PRJNA738608A_bin_133809	92.94	4.08	Gradient Boost (General Model)	11	0.875	7828	290.75	2034824	0.58	2044	364	25802	None
PRJNA738608A_bin_161402	80.47	1.41	Gradient Boost (General Model)	11	0.911	4294	277.9424263193969	1332773	0.27	1459	362	20104	None
PRJNA738608A_bin_212056	83.64	4.42	Neural Network (Specific Model)	11	0.818	3537	241.69839255499153	2090337	0.34	2364	655	19278	None
PRJNA738608A_bin_299435	80.32	0.11	Neural Network (Specific Model)	11	0.847	36491	265.5064581917063	1381248	0.39	1471	69	85531	None
PRJNA738608A_bin_344052	83.93	0.35	Gradient Boost (General Model)	4	0.757	16766	333.05860384946857	4570528	0.52	3481	429	73052	None
PRJNA738608B_bin_27145	84.13	0.22	Neural Network (Specific Model)	11	0.881	62334	304.0338461538461	1344506	0.41	1300	41	140369	None
PRJNA738608B_bin_306842	80.95	3.6	Neural Network (Specific Model)	11	0.882	5354	265.7445030782762	2052694	0.45	2274	467	33727	None
PRJNA738608B_bin_323090	91.36	1.1	Neural Network (Specific Model)	11	0.884	12088	305.105754857997	2766245	0.45	2676	362	56285	None
PRJNA738608B_bin_623129	99.44	3.94	Gradient Boost (General Model)	11	0.886	37743	298.5450450450451	3138502	0.31	3108	187	170574	None
PRJNA738608B_bin_670633	90.67	1.87	Neural Network (Specific Model)	11	0.854	26349	322.46642929806717	2224937	0.63	1966	173	110583	None
PRJNA738608B_bin_694369	94.04	0.72	Gradient Boost (General Model)	11	0.754	27179	378.7611827141774	3975852	0.39	2638	269	152759	None
PRJNA738608B_bin_876396	100.0	0.16	Gradient Boost (General Model)	11	0.915	83072	304.65112704918033	1945538	0.42	1952	43	261060	None
PRJNA738608B_bin_885706	99.83	0.73	Neural Network (Specific Model)	11	0.882	65107	311.4015606242497	3523306	0.29	3332	140	277904	None
PRJNA738608C_bin_45950	82.23	2.01	Neural Network (Specific Model)	11	0.918	8790	284.0851829634073	1544078	0.45	1667	263	35112	None
