user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
EHA01894_bin.8	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.84	0.909	GCF_000156175.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella intestinalis	97.84	0.909	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900540845.1, s__Collinsella sp900540845, 95.0, 86.95, 0.164; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.68, 0.443; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 90.12, 0.403; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 91.32, 0.44; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.73, 0.666; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.82, 0.36; GCF_902364775.1, s__Collinsella sp902364775, 95.05, 95.45, 0.799; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 88.27, 0.219	76.77	11	N/A	N/A
EHA01895_bin.6	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Taurinivorans;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	65.13	11	0.9961	N/A
EHA01897_bin.11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.01	11	0.99861	N/A
EHA01898_bin.3	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	GCA_963560135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	96.77	0.89	GCA_963560135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	96.77	0.89	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	82.51	11	N/A	N/A
EHA01901_bin.11	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.37	11	0.99874	N/A
EHA01901_bin.3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	96.36	0.841	GCF_023050945.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__Anaerobiospirillum sp900543125	96.36	0.841	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.69	11	N/A	N/A
EHA01901_bin.9	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	GCA_900540455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	97.78	0.855	GCA_900540455.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium sp900540455	97.78	0.855	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.59	11	N/A	N/A
EHA01902_bin.25	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Schaedlerella;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	66.15	11	0.99303	N/A
EHA01902_bin.4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Parasutterella;s__Parasutterella gallistercoris	GCA_019113195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Parasutterella;s__Parasutterella gallistercoris	98.65	0.874	GCA_019113195.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Parasutterella;s__Parasutterella gallistercoris	98.65	0.874	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Parasutterella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900554375.1, s__Parasutterella sp900554375, 95.0, 88.11, 0.291; GCF_000205025.1, s__Parasutterella excrementihominis, 95.74, 91.76, 0.7; GCA_002492145.1, s__Parasutterella sp900552195, 95.0, 92.37, 0.664; GCF_900766055.1, s__Parasutterella sp900766055, 95.0, 93.19, 0.696	98.92	11	N/A	N/A
EHA01903_bin.11	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345	GCA_019421345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345	98.32	0.873	GCA_019421345.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia sp019421345	98.32	0.873	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900548205.1, s__Roseburia sp900548205, 95.0, 93.71, 0.661	79.96	11	N/A	N/A
EHA01906_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.65	11	0.9872	N/A
EHA01906_bin.12	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mediterraneibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.79	11	0.95374	N/A
EHA01906_bin.24	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	GCF_902364775.1	95.05	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	95.6	0.785	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.93, 0.438; GCA_900551665.1, s__Collinsella sp900551665, 95.0, 95.2, 0.668; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 88.21, 0.19; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 91.11, 0.393; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 89.56, 0.338; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 94.84, 0.775; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.69, 0.331	72.16	11	N/A	N/A
EHA01907_bin.7	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Succinivibrionaceae;g__Anaerobiospirillum;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.55	11	0.99053	N/A
EHA01908_bin.17	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900538475	GCF_964238185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900538475	95.3	0.732	GCF_964238185.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__Brotaphodocola sp900538475	95.3	0.732	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Brotaphodocola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900540335.1, s__Brotaphodocola sp900540335, 95.0, 89.93, 0.562	91.98	11	N/A	N/A
EHA01908_bin.24	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900556245	GCA_900556245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900556245	96.64	0.83	GCA_900556245.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__Limisoma sp900556245	96.64	0.83	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__Limisoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.49	11	N/A	N/A
EHA01908_bin.42	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	GCF_902364775.1	95.05	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp902364775	95.31	0.667	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have incongruent species assignments	GCA_900551665.1, s__Collinsella sp900551665, 95.0, 94.84, 0.58; GCA_020025115.1, s__Collinsella sp020025115, 95.0, 90.45, 0.3; GCF_000156175.1, s__Collinsella intestinalis, 95.0, 94.61, 0.656; GCA_029264355.1, s__Collinsella sp029264355, 95.0, 89.32, 0.369; GCA_958443615.1, s__Collinsella sp958443615, 95.0, 89.92, 0.266; GCA_963560155.1, s__Collinsella sp963560155, 95.0, 91.05, 0.333; GCA_902470815.1, s__Collinsella sp902470815, 95.0, 88.96, 0.163	57.33	11	N/A	Genome has more than 13.3% of markers with multiple hits
EHA01908_bin.5	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp937906995	GCA_937906995.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp937906995	96.32	0.823	GCA_937906995.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp937906995	96.32	0.823	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.22	11	N/A	N/A
EHA01911_bin.11	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp937906995	GCA_937906995.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp937906995	97.73	0.902	GCA_937906995.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__Aphodousia sp937906995	97.73	0.902	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Aphodousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.45	11	N/A	N/A
EHA01914_bin.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	GCA_963560135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	95.71	0.83	GCA_963560135.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp963560135	95.71	0.83	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	96.07	11	N/A	N/A
EHA01914_bin.3	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.17	0.81	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.17	0.81	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_034421775.1, s__Sarcina perfringens_B, 95.0, 89.69, 0.352; GCF_034439435.1, s__Sarcina sp034439435, 95.0, 89.51, 0.356; GCF_029267215.1, s__Sarcina sp029267215, 95.0, 87.28, 0.158; GCF_029258205.1, s__Sarcina sp029258205, 95.0, 93.54, 0.557; GCF_050509515.1, s__Sarcina sp050509515, 95.0, 87.69, 0.197	88.6	11	N/A	N/A
EHA01915_bin.1	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	GCA_964250615.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp900556555	96.54	0.769	GCA_947654165.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__Blautia sp947654165	89.94	0.558	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__	taxonomic classification defined by topology and ANI	N/A	GCA_905200905.1, s__Blautia sp900753905, 95.0, 86.64, 0.184	75.73	11	N/A	N/A
EHA01915_bin.8	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	96.31	0.797	GCF_937906905.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__Helicobacter_B sp937906905	96.31	0.797	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_B;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	72.87	11	N/A	N/A
EHA01917_bin.14	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.48	0.833	GCF_016027375.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__Sarcina perfringens	98.48	0.833	d__Bacteria;p__Bacillota;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Sarcina;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_034439435.1, s__Sarcina sp034439435, 95.0, 89.92, 0.345; GCA_034421775.1, s__Sarcina perfringens_B, 95.0, 90.42, 0.344; GCF_050509515.1, s__Sarcina sp050509515, 95.0, 88.71, 0.181; GCF_029258205.1, s__Sarcina sp029258205, 95.0, 93.68, 0.531	69.7	11	N/A	N/A
EHA01918_bin.18	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	GCF_013046825.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	99.76	0.92	GCF_013046825.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__Turicibacter sanguinis	99.76	0.92	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__MOL361;f__Turicibacteraceae;g__Turicibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.18	11	N/A	N/A
EHA01918_bin.2	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995	GCA_944379995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995	98.48	0.948	GCA_944379995.1	95.0	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__Fimicola sp944379995	98.48	0.948	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Anaerotignaceae;g__Fimicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_018715485.1, s__Fimicola cottocaccae, 95.0, 87.05, 0.292; GCA_019415525.1, s__Fimicola sp019415525, 95.0, 92.98, 0.732	96.09	11	N/A	N/A
EHA01918_bin.20	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_G;s__Helicobacter_G sp963557095	GCA_963557095.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_G;s__Helicobacter_G sp963557095	99.03	0.894	GCA_963557095.1	95.0	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_G;s__Helicobacter_G sp963557095	99.03	0.894	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Helicobacter_G;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.61	11	N/A	N/A
EHA01918_bin.3	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	GCF_020687435.1	96.97	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	98.53	0.915	GCF_020687435.1	96.97	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	98.53	0.915	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 97.84, 0.54; GCA_003474435.1, s__Blautia_A sp003474435, 95.0, 89.48, 0.401; GCF_005848555.1, s__Blautia_A sp005848555, 95.71, 96.77, 0.853; GCA_963598855.1, s__Blautia_A sp963598855, 95.0, 85.81, 0.262; GCF_902167715.1, s__Blautia_A luti_A, 96.82, 97.62, 0.844; GCA_963642325.1, s__Blautia_A sp963642325, 95.0, 85.61, 0.204; GCA_003461955.1, s__Blautia_A sp900066335, 95.0, 90.41, 0.527; GCF_013304825.1, s__Blautia_A schinkii_B, 95.51, 89.6, 0.416; GCF_040096615.1, s__Blautia_A aquisgranensis, 95.0, 87.16, 0.286; GCA_958454115.1, s__Blautia_A wexlerae_C, 95.0, 97.95, 0.354; GCA_963616205.1, s__Blautia_A sp963616205, 95.0, 89.05, 0.292; GCA_019421285.1, s__Oliverpabstia tarda, 95.0, 96.71, 0.186; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 91.23, 0.561	84.87	11	N/A	N/A
EHA01919_bin.18	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A sp934085975	GCA_934085975.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A sp934085975	97.55	0.905	GCA_934085975.1	95.0	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__Cetobacterium_A sp934085975	97.55	0.905	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Cetobacterium_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_947038635.1, s__Cetobacterium_A sp947038635, 95.0, 87.22, 0.397; GCF_033962415.1, s__Cetobacterium_A colombiensis, 95.0, 83.12, 0.171; GCF_051653945.1, s__Cetobacterium_A sp051653945, 95.0, 86.3, 0.389; GCF_048470075.1, s__Cetobacterium_A sp048470075, 95.0, 84.82, 0.212; GCF_024506395.1, s__Cetobacterium_A somerae_A, 95.0, 84.83, 0.299; GCF_044784365.2, s__Cetobacterium_A somerae, 95.0, 87.32, 0.445; GCF_022430525.1, s__Cetobacterium_A sp905216205, 95.0, 87.19, 0.422	93.15	11	N/A	N/A
